Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
3,126,3,427,2,4,1,2.0,3.0,3.0,0,2,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,4,4,5,4,4,4,4,5,5,4,3,4,4,4,4,3,4,5,5,5,1,1,1,1,1
3,59,3,52,2,3,1,3.0,3.0,2.0,6,5,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,3,3,3,4,4,3,4,4,5,4,4,5,4,4,3,5,5,3,3,3,4,4,5,5,1,1,1,1,1
3,134,3,456,2,4,1,2.0,4.0,3.0,0,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,5,4,4,4,5,5,4,5,5,4,4,4,5,3,4,4,4,4,5,4,5,4,4,3,1,1,1,1,1
2,137,4,605,2,4,0,2.0,3.0,3.0,2,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,3,4,4,3,4,5,5,5,4,5,5,4,3,5,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,13,3,605,2,3,1,2.0,5.0,4.0,7,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,4,4,3,2,4,4,4,4,4,4,5,4,4,4,4,4,2,5,4,4,5,2,2,2,1,1,1,1,1
4,55,4,326,2,5,0,3.0,2.0,2.0,0,2,11,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,5,5,4,4,5,5,4,4,5,5,4,4,3,5,5,5,5,1,1,1,1,1
3,59,3,234,2,4,0,1.0,3.0,3.0,6,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,3,3,4,4,4,4,4,5,4,5,4,4,4,5,4,2,5,4,4,4,2,2,2,1,1,1,1,1
3,121,4,232,2,4,1,3.0,3.0,3.0,6,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,3,4,4,5,3,4,3,3,4,4,4,4,3,4,3,4,4,5,5,4,5,5,4,4,3,5,5,5,4,1,1,1,1,1
3,20,3,398,2,5,1,2.0,3.0,4.0,6,5,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,4,3,5,3,5,4,3,4,4,5,4,5,5,4,4,4,5,4,4,5,5,4,4,3,4,5,5,5,1,1,1,1,1
3,137,4,470,2,3,1,2.0,4.0,2.0,6,5,1,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,3,3,2,4,4,4,4,3,4,4,3,5,4,4,2,4,5,2,3,3,4,4,5,5,1,1,1,1,1
1,137,4,470,2,4,1,1.0,3.0,4.0,8,5,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,1,1,1,1,1
3,137,3,61,2,4,1,2.0,4.0,3.0,0,5,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,2,2,1,1,1,1,1
3,137,3,469,2,4,1,2.0,4.0,3.0,7,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,3,4,3,2,4,4,3,4,3,2,2,1,1,1,1,1
1,78,4,382,2,5,1,2.0,4.0,3.0,0,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,5,4,4,4,4,1,1,1,1,1
3,137,3,56,2,4,1,2.0,3.0,3.0,6,8,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,3,4,4,3,5,5,3,2,4,4,4,4,4,5,4,3,5,5,3,4,3,4,4,5,4,1,1,1,1,1
2,137,4,398,2,4,0,1.0,4.0,4.0,8,2,11,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,1,1,1,1,1
1,55,5,418,2,4,1,1.0,4.0,4.0,2,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,3,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,1,1,1,1,1
2,100,3,232,2,4,1,3.0,5.0,5.0,7,5,21,2,2,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,5,5,4,4,5,5,4,5,5,5,4,4,4,2,4,3,3,4,4,4,5,3,2,2,1,1,1,1,1
2,137,4,61,2,4,1,1.0,3.0,4.0,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,1,1,1,1,1
3,20,3,254,2,3,0,1.0,5.0,4.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,4,5,3,4,4,5,5,4,5,4,5,4,3,4,3,4,3,2,5,4,4,4,2,1,2,1,1,1,1,1
2,59,3,72,2,4,0,2.0,3.0,3.0,0,8,25,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,5,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,5,4,3,5,5,4,4,2,3,2,1,1,1,1,1
3,137,3,74,2,5,1,2.0,4.0,4.0,1,5,10,2,2,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,5,4,5,5,5,4,5,4,4,4,3,4,4,5,4,4,3,4,3,1,1,1,1,1
3,137,3,134,2,5,0,2.0,3.0,3.0,1,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,5,5,4,5,5,4,4,5,5,4,5,4,4,4,5,3,5,4,5,4,4,4,4,4,4,4,4,4,5,4,1,1,1,1,1
1,155,4,86,2,3,1,3.0,4.0,4.0,8,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,3,3,5,5,5,5,4,5,4,5,4,3,3,3,2,4,4,4,4,2,2,3,1,1,1,1,1
1,55,4,418,2,4,1,1.0,3.0,4.0,0,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,3,5,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,4,4,4,3,5,4,4,4,1,1,1,1,1
2,46,4,363,2,4,1,2.0,4.0,4.0,0,8,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,5,4,3,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1
2,137,4,605,2,4,1,1.0,4.0,3.0,2,5,12,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,5,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,5,4,4,4,3,3,3,1,1,1,1,1
2,77,3,315,2,4,0,2.0,4.0,4.0,2,5,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,2,4,4,5,4,4,4,5,5,5,5,4,5,4,3,4,3,5,4,2,4,4,4,4,4,2,2,1,1,1,1,1
3,41,3,86,2,5,0,2.0,4.0,3.0,0,5,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,4,4,3,5,4,5,5,1,1,1,1,1
3,137,3,272,2,4,1,1.0,4.0,3.0,8,5,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,3,1,1,1,1,1
2,6,4,82,2,4,1,1.0,3.0,3.0,2,5,23,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,5,5,5,4,5,5,4,5,4,5,3,3,4,4,3,4,4,2,2,1,1,1,1,1
2,137,4,52,2,4,1,3.0,3.0,3.0,1,2,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,5,5,5,4,4,3,4,5,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1
2,46,3,134,2,4,1,2.0,5.0,4.0,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,3,3,3,1,1,1,1,1
2,134,3,195,2,4,1,1.0,3.0,4.0,2,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
4,137,4,620,2,4,1,4.0,4.0,4.0,2,5,10,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,5,5,4,4,4,5,5,4,3,3,3,4,3,4,5,5,4,5,4,3,3,1,1,1,1,1
2,55,3,198,2,3,1,1.0,2.0,3.0,2,5,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,5,4,4,4,4,3,3,2,4,4,4,4,5,3,4,4,4,5,4,4,2,5,4,5,4,2,3,3,1,1,1,1,1
2,46,3,100,2,3,1,1.0,4.0,2.0,8,5,17,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,3,3,4,4,3,4,3,4,3,4,5,4,5,2,4,4,3,4,3,4,4,5,4,1,1,1,1,1
3,6,3,176,2,4,0,3.0,2.0,4.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,5,5,5,5,4,4,5,5,4,5,5,5,4,5,4,3,4,3,2,4,5,4,4,2,3,3,1,1,1,1,1
3,55,3,530,2,4,1,2.0,5.0,4.0,0,5,22,2,2,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,5,4,4,4,5,4,4,4,5,5,5,5,5,5,4,5,4,3,4,3,3,5,4,4,5,2,2,2,1,1,1,1,1
3,77,3,581,2,4,1,2.0,3.0,4.0,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,13,3,435,2,5,1,2.0,4.0,3.0,0,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,3,4,5,4,5,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,4,1,1,1,1,1
2,121,4,17,2,3,0,2.0,3.0,4.0,2,8,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,5,4,4,4,5,5,4,5,4,5,4,3,4,3,4,2,2,4,4,4,4,2,2,2,1,1,1,1,1
3,107,3,552,2,3,1,3.0,3.0,2.0,8,2,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,5,5,4,5,4,4,2,2,4,3,3,2,5,2,5,3,5,5,4,4,2,5,4,5,5,2,3,2,1,1,1,1,1
2,55,4,612,2,4,1,1.0,3.0,3.0,8,2,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,4,4,4,4,4,4,3,5,4,4,3,4,5,3,4,3,4,5,4,5,1,1,1,1,1
4,77,4,326,2,3,0,4.0,3.0,2.0,6,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,4,3,2,5,3,3,3,3,2,3,3,4,4,3,5,3,4,5,4,5,3,5,5,2,3,3,5,5,5,5,1,1,1,1,1
3,41,3,605,2,5,1,2.0,3.0,4.0,2,2,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,4,5,3,5,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1
3,20,3,232,2,3,1,3.0,3.0,2.0,6,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,3,2,5,4,3,3,2,2,4,4,3,4,3,4,3,3,5,4,5,3,5,5,2,3,3,4,5,5,4,1,1,1,1,1
4,20,4,435,2,4,1,4.0,3.0,2.0,6,5,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,3,2,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,5,3,4,3,5,5,5,5,1,1,1,1,1
3,20,3,577,2,4,1,3.0,3.0,4.0,1,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,4,3,4,5,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,1,1,1,1,1,1
4,121,3,77,2,4,1,3.0,4.0,5.0,1,5,21,3,2,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,5,5,4,4,5,5,5,5,4,5,4,4,4,3,4,4,2,4,5,4,4,2,1,1,1,1,1,1,1
1,121,4,605,2,4,1,1.0,3.0,4.0,1,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,5,4,4,4,5,5,5,5,4,4,5,4,5,4,4,4,3,4,4,4,4,2,2,2,1,1,1,1,1
2,59,3,134,2,3,1,2.0,3.0,2.0,6,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,2,4,4,2,3,2,3,4,4,4,4,3,5,3,4,4,3,5,3,5,4,2,3,2,4,5,5,5,1,1,1,1,1
4,55,3,134,2,3,0,3.0,3.0,3.0,8,5,25,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,4,4,4,3,5,3,3,3,5,3,5,5,4,5,4,4,3,5,4,5,4,2,2,1,1,1,1,1,1
3,9,3,633,2,4,1,3.0,4.0,4.0,2,5,12,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,3,5,4,4,5,3,3,2,1,1,1,1,1
2,6,3,72,2,3,1,2.0,3.0,3.0,2,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,2,5,4,4,4,2,2,1,1,1,1,1,1
2,46,3,583,2,4,1,2.0,3.0,2.0,6,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,3,5,4,3,4,3,4,4,4,4,4,3,4,2,5,4,4,5,4,5,5,3,4,4,4,5,5,5,1,1,1,1,1
4,137,3,134,2,4,1,4.0,3.0,3.0,2,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,5,3,3,4,5,4,4,4,3,4,4,3,3,4,5,4,5,4,3,3,1,1,1,1,1
1,6,4,315,2,3,1,1.0,4.0,4.0,2,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,2,3,4,5,5,4,4,4,4,5,4,5,4,4,2,4,4,3,4,3,2,2,1,1,1,1,1
3,100,3,232,2,4,1,3.0,4.0,3.0,0,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,5,4,4,4,5,4,4,1,1,1,1,1
3,59,3,511,2,4,0,2.0,4.0,4.0,2,5,25,3,3,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,5,4,5,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,4,4,3,5,5,5,5,3,2,2,1,1,1,1,1
4,31,3,17,2,4,1,3.0,4.0,3.0,2,5,22,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,4,5,4,3,5,4,4,4,5,4,4,5,4,4,4,4,3,5,4,5,5,2,3,1,1,1,1,1,1
3,2,3,398,2,4,0,2.0,4.0,3.0,2,5,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,1,1,1,1,1
4,31,3,619,2,3,1,3.0,2.0,3.0,7,5,12,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,5,4,4,4,2,1,1,1,1,1,1,1
3,35,3,315,2,4,1,2.0,3.0,3.0,2,2,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,5,4,4,4,4,4,5,5,4,3,4,4,4,4,3,4,4,5,4,1,1,1,1,1
4,121,3,552,2,4,1,3.0,5.0,5.0,2,2,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,4,4,5,4,4,5,4,4,5,2,4,4,5,4,2,4,4,4,5,3,2,1,1,1,1,1,1
1,121,4,640,2,4,1,2.0,4.0,4.0,0,2,13,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,5,4,3,4,5,5,4,5,4,5,4,4,5,4,4,4,3,5,4,4,5,3,3,2,1,1,1,1,1
2,143,3,52,2,4,0,3.0,2.0,3.0,8,5,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,5,4,3,3,3,4,4,5,2,4,4,4,5,4,4,5,4,4,4,4,4,1,1,1,1,1
3,102,4,61,2,2,1,2.0,3.0,2.0,6,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,2,2,5,4,2,3,2,2,4,4,3,4,4,5,3,3,5,3,4,2,5,5,2,3,2,4,5,5,5,1,1,1,1,1
2,46,4,375,2,4,0,2.0,2.0,3.0,2,8,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,5,4,3,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
2,55,4,630,2,4,1,2.0,3.0,3.0,2,2,19,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,3,4,4,5,4,5,5,4,4,5,4,4,3,4,4,5,4,1,1,1,1,1
3,55,3,482,2,4,1,2.0,3.0,2.0,8,2,2,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,4,3,4,4,4,3,4,4,3,4,5,3,3,2,5,2,4,4,5,5,4,5,5,4,4,3,5,5,4,4,1,1,1,1,1
4,46,3,358,2,4,1,3.0,3.0,3.0,0,2,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,3,3,4,5,5,4,5,4,5,4,5,4,4,5,3,5,4,5,5,3,3,3,1,1,1,1,1
2,78,3,583,2,4,1,2.0,3.0,3.0,0,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,2,4,4,4,4,4,5,4,4,5,4,4,3,5,4,4,4,4,4,4,5,5,1,1,1,1,1
2,114,4,544,2,4,1,1.0,4.0,4.0,2,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,3,2,4,4,4,4,2,2,3,1,1,1,1,1
3,6,3,55,2,4,1,3.0,4.0,4.0,2,5,12,2,2,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,5,4,2,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,3,4,3,2,5,5,4,5,3,2,2,1,1,1,1,1
3,77,3,351,2,3,0,2.0,3.0,3.0,8,5,1,5,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,5,5,4,2,2,4,4,2,4,4,3,4,4,4,3,2,5,2,4,4,5,5,3,4,5,1,4,4,5,5,5,5,1,1,1,1,1
3,59,4,214,2,4,1,4.0,4.0,2.0,8,8,17,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,2,5,4,3,4,3,2,5,4,4,4,3,5,3,4,4,4,5,3,5,5,3,4,3,5,5,5,5,1,1,1,1,1
2,143,3,382,2,5,0,3.0,3.0,4.0,8,5,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,1,1,1
3,6,3,630,2,4,1,2.0,4.0,4.0,2,2,11,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1
3,46,3,374,2,5,1,3.0,2.0,2.0,0,5,16,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,5,5,3,4,4,3,4,4,4,4,4,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,4,4,5,5,1,1,1,1,1
2,137,4,212,2,4,1,2.0,3.0,3.0,8,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,5,4,5,5,4,4,5,4,4,5,5,4,4,3,4,3,4,3,4,4,5,4,4,4,3,3,1,1,1,1,1
3,137,3,619,2,4,1,2.0,4.0,4.0,8,2,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3,1,1,1,1,1
2,13,3,150,2,4,1,1.0,5.0,4.0,0,2,0,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,3,3,4,3,4,3,5,4,4,3,4,5,5,4,4,4,3,2,1,1,1,1,1
2,35,3,315,2,5,1,2.0,4.0,3.0,8,2,9,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,1,1,1,1,1
2,55,3,206,2,4,0,2.0,3.0,4.0,2,2,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,5,1,1,1,1,1
1,20,4,552,2,4,0,1.0,3.0,4.0,2,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,5,4,4,4,4,5,5,5,4,5,4,4,5,4,4,4,3,4,4,4,5,3,3,2,1,1,1,1,1
3,126,3,367,2,4,1,1.0,4.0,4.0,2,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,2,5,4,4,4,2,2,2,1,1,1,1,1
